state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
MO,Henry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29083,,,3181,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Hickory,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29085,,,1023,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Holt,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29087,,,897,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Howard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29089,,,1310,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Howell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29091,,,5291,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Iron,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29093,,,1569,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Jackson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29095,,,59546,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Jasper,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29097,,,13370,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Jefferson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29099,,,16234,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Johnson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29101,,,5315,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Knox,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29103,,,748,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Laclede,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29105,,,2795,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Lafayette,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29107,,,3951,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Lawrence,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29109,,,3076,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Lewis,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29111,,,1633,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Lincoln,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29113,,,4698,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Linn,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29115,,,2280,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Livingston,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29117,,,2471,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Macon,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29121,,,2872,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Madison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29123,,,1618,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Maries,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29125,,,986,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Marion,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29127,,,4662,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,McDonald,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29119,,,1925,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Mercer,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29129,,,560,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Miller,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29131,,,2698,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Mississippi,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29133,,,1622,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Moniteau,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29135,,,1471,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Monroe,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29137,,,1576,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Montgomery,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29139,,,1573,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Morgan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29141,,,2969,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,New Madrid,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29143,,,2182,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Newton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29145,,,6695,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Nodaway,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29147,,,3473,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Oregon,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29149,,,1278,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Osage,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29151,,,1424,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Ozark,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29153,,,1338,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Pemiscot,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29155,,,1693,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Perry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29157,,,3168,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Pettis,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29159,,,4978,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Phelps,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29161,,,4940,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Pike,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29163,,,2480,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Platte,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29165,,,11668,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Polk,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29167,,,2789,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Pulaski,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29169,,,4254,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Putnam,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29171,,,925,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Ralls,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29173,,,1804,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Randolph,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29175,,,3335,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Ray,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29177,,,2534,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Reynolds,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29179,,,826,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Ripley,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29181,,,2060,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Saline,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29195,,,2807,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Schuyler,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29197,,,735,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Scotland,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29199,,,788,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
MO,Scott,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 29201,,,5622,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
